deletion_rate	predictability_weight	reward	predictability	reconstructability	args	suffix	autoencoder
0.65	0.25	4.7988	4.623480065668208	1.6953969870984285	dual_learn_rate=0.05;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	ugfix_W_GPT2.py_448186307	727001672
0.5	0.25	3.1402	4.454133460948193	0.6038179609638216	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	ugfix_W_GPT2.py_457003171	524811876
0.3	0.75	6.5513	4.309000366265934	0.16743482967502843	dual_learn_rate=0.1;learn_rate_autoencoder=0.2;learn_rate_memory=2e-05;mom=0.7	ugfix_W_GPT2.py_464856430	524811876
0.6	0.0	1.0312	5.0	1.0345318007132291	dual_learn_rate=0.02;learn_rate_autoencoder=0.01;learn_rate_memory=5e-05;mom=0.5	ugfix_W_GPT2.py_503565859	524811876
0.3	0.0	0.0706	5.0	0.07087718523375441	dual_learn_rate=0.1;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.9	ugfix_W_GPT2.py_517785750	516252642
0.65	0.75	7.9539	4.533776938078131	2.2671788442096252	dual_learn_rate=0.2;learn_rate_autoencoder=0.2;learn_rate_memory=1e-05;mom=0.7	ugfix_W_GPT2.py_528401309	712478284
0.4	0.5	4.5995	4.334067699070518	0.26782759439592585	dual_learn_rate=0.3;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.7	ugfix_W_GPT2.py_542071313	516252642
0.55	0.0	0.7482	5.0	0.7377996715859746	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.9	ugfix_W_GPT2.py_545403548	712478284
0.3	0.5	4.3478	4.3016179483744965	0.04672071304830384	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.7	ugfix_W_GPT2.py_590300501	516252642
0.65	0.0	1.4789	5.0	1.4660623458059994	dual_learn_rate=0.05;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.7	ugfix_W_GPT2.py_591332310	647336050
0.5	0.25	3.2729	4.435400166195149	0.7015861920752701	dual_learn_rate=0.1;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.7	ugfix_W_GPT2.py_642150440	647336050
0.3	0.0	0.0208	5.0	0.021475853396417704	dual_learn_rate=0.1;learn_rate_autoencoder=0.001;learn_rate_memory=0.0001;mom=0.9	Bugfix_W_GPT2.py_75003681	727001672
0.55	0.0	1.1041	5.0	1.0957458127002273	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=1e-05;mom=0.7	ugfix_W_GPT2.py_930420754	709961927
0.65	0.75	7.6538	4.502445283463014	1.8137446906228083	dual_learn_rate=0.05;learn_rate_autoencoder=0.001;learn_rate_memory=2e-05;mom=0.9	ugfix_W_GPT2.py_932063949	516252642
0.6	0.25	4.1235	4.544640010271728	1.2313525658139703	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.5	ugfix_W_GPT2.py_986148457	516252642
0.55	0.0	0.6445	5.0	0.6434858083508957	dual_learn_rate=0.01;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.9	ugfix_W_GPT2.py_991656049	516252642
0.4	0.0	0.1106	5.0	0.11272142221483929	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.9	gfix_W_GPT2L.py_386111529	727001672
0.55	0.25	3.2767	4.550715207704725	0.6532244295880856	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=2e-05;mom=0.9	ugfix_W_GPT2L.py_42587159	524811876
0.5	1.0	8.8055	4.403070694919076	1.7151992923433115	dual_learn_rate=0.1;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.9	gfix_W_GPT2L.py_445259704	516252642
0.45	0.75	6.9359	4.361552662475972	0.7915285654794948	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	gfix_W_GPT2L.py_709471925	712478284
0.45	0.0	0.2456	5.0	0.2475536714626284	dual_learn_rate=0.2;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.7	gfix_W_GPT2M.py_187607570	709961927
0.55	0.25	3.3878	4.529550942572923	0.7292698063780231	dual_learn_rate=0.2;learn_rate_autoencoder=0.1;learn_rate_memory=2e-05;mom=0.9	ugfix_W_GPT2M.py_36005247	709961927
0.5	0.25	2.8951	4.455384947257224	0.42846789754047954	dual_learn_rate=0.3;learn_rate_autoencoder=0.1;learn_rate_memory=5e-05;mom=0.7	gfix_W_GPT2M.py_523170987	516252642
0.55	0.5	5.4016	4.460123929044113	0.9662126451631233	dual_learn_rate=0.02;learn_rate_autoencoder=0.2;learn_rate_memory=0.0001;mom=0.5	gfix_W_GPT2M.py_530538048	712478284
0.55	0.75	7.2358	4.437788206427186	1.1559767742527824	dual_learn_rate=0.02;learn_rate_autoencoder=0.1;learn_rate_memory=0.0001;mom=0.5	gfix_W_GPT2M.py_740850230	712478284
0.4	0.25	2.3365	4.34193079058092	0.11087899807432687	dual_learn_rate=0.3;learn_rate_autoencoder=0.2;learn_rate_memory=5e-05;mom=0.9	gfix_W_GPT2M.py_925874526	647336050
0.4	1.0	8.8514	4.4257062860840195	1.5347625771774653	dual_learn_rate=0.05;learn_rate_autoencoder=0.01;learn_rate_memory=0.0001;mom=0.9	gfix_W_GPT2M.py_963683076	524811876
